Id,Address,Xcoord,Ycoord,Tract,BlockGroup,Block
106,1618 S JEFFERSON ST,31.5575982,-84.1556419,1403.0,2.0,22.0
112,1812 E BROAD AVE,31.5750538,-84.1028944,100.0,3.0,10.0
113,2220 PALMYRA RD,31.608104200000003,-84.1735932,700.0,1.0,0.0
120,1804 E BROAD AVE,31.575105100000002,-84.103675,100.0,3.0,10.0
123,1507 DAWSON RD,31.588630300000002,-84.1865647,502.0,2.0,23.0
124,2507 COOLEEWAHEE COVES CT,31.600762699999997,-84.2639185,10401.0,2.0,9.0
127,535 N WESTOVER BLVD,31.607302500000003,-84.2229425,501.0,2.0,2.0
130,102 N BROADWAY ST,31.5767184,-84.14177559999999,200.0,3.0,7.0
132,515 ABIGAIL PLANTATION RD,31.598384799999998,-84.2782468,10403.0,1.0,230.0
133,800 1/2 S SLAPPEY BLVD,31.566799699999997,-84.1758034,1500.0,3.0,4.0
135,1541 US 19S,31.632919399999995,-84.1766355,20402.0,1.0,33.0
137,197 FORRESTER PKWY,31.6601419,-84.16802,20402.0,1.0,6.0
141,1518 US HIGHWAY 19 S,31.504187100000003,-84.1154042,11000.0,1.0,2.0
144,807 ISABELLA ST,31.511806099999998,-83.8403001,950500.0,2.0,60.0
145,126 US HIGHWAY 280 W,32.0664107,-84.25561979999999,,,
147,2642 ERICA CT,31.5693558,-84.2205007,1000.0,2.0,10.0
149,1313 RIVERPOINTE,31.615869300000004,-84.11856829999999,11300.0,1.0,14.0
153,1302 S MADISON ST,31.561405,-84.1617522,1403.0,1.0,56.0
154,1306 S MADISON ST,31.561182799999997,-84.1617522,1403.0,1.0,56.0
163,1208 RIVER POINTE,31.614163199999997,-84.12203240000001,11300.0,1.0,14.0
167,741 E BROAD AVE,31.576609899999998,-84.1351733,200.0,4.0,24.0
173,2100 HABERSHAM RD,31.5504965,-84.1705462,1403.0,2.0,26.0
176,2005 OAK GLEN LN,31.602435999999997,-84.19552809999999,600.0,1.0,12.0
177,501 W 3RD AVE,31.590222600000004,-84.15907170000001,800.0,2.0,12.0
187,2301 STUART AVE,31.6119687,-84.2008558,400.0,2.0,5.0
188,1408 W 3RD AVE,31.590221600000003,-84.18328100000001,900.0,2.0,2.0
189,1520 3RD AVE,31.590304999999997,-84.1866469,502.0,2.0,23.0
191,741 US HWY 82,31.776926399999997,-84.7377093,,,
196,900 W ROOSEVELT,31.5816432,-84.16616690000001,11400.0,2.0,47.0
197,310 MOULTRIE RD,31.557315999999997,-84.1355212,10700.0,3.0,44.0
198,254 BONNY VIEW AVE,31.5778973,-84.1210834,200.0,1.0,24.0
202,3305 DEANS DR,31.5957032,-84.23450290000001,501.0,1.0,17.0
207,245 BONNY VIEW AVE,31.5778973,-84.1210834,200.0,1.0,24.0
208,249 BONNY VIEW AVE,31.5778973,-84.1210834,200.0,1.0,24.0
209,250 BONNY VIEW AVE,31.5778973,-84.1210834,200.0,1.0,24.0
210,253 BONNY VIEW AVE,31.5778973,-84.1210834,200.0,1.0,24.0
214,4700 GILLIONVILLE (SUBSTATION 21) RD,31.5856955,-84.28148730000001,10402.0,1.0,43.0
218,1533 MOULTRIE RD,31.5395939,-84.1043748,11600.0,1.0,15.0
225,82 W US HIGHWAY,31.770749900000002,-84.44821529999999,120400.0,2.0,57.0
226,711 21ST AVE,31.616286100000004,-84.1698702,11300.0,1.0,79.0
233,3112 RALEIGH DR,31.543805100000004,-84.2215161,10500.0,1.0,13.0
240,1111 N WESTOVER,31.617712100000006,-84.2115347,400.0,3.0,10.0
242,910 COTTON CT,31.567177,-84.17105809999998,1500.0,3.0,2.0
251,1712 CLARK AVE,31.579673200000002,-84.1086209,100.0,3.0,8.0
258,1616 WHISPERWOOD ST,31.588036600000002,-84.2309016,501.0,1.0,23.0
259,2667 CODY CT,31.570485700000003,-84.08071590000002,100.0,5.0,12.0
260,2673 CODY CT,31.5705123,-84.080387,100.0,5.0,12.0
261,2679 CODY CT,31.570407899999996,-84.0800748,100.0,5.0,12.0
266,2626 FOX HOLLOW CT,31.612683299999997,-84.2709666,10401.0,2.0,16.0
269,1614 E BROAD AVE,31.575931800000003,-84.1089924,100.0,3.0,14.0
270,225 W 4TH AVE,31.591967999999998,-84.1534974,11300.0,1.0,162.0
271,715 21ST AVE,31.6162179,-84.1699027,11300.0,1.0,79.0
277,2551 LAFAYETTE PLAZA DR,31.6128058,-84.2220977,502.0,3.0,1.0
278,113 BYRON RIDGE,31.587843,-84.2888229,10403.0,1.0,10.0
282,3415 SYLVESTER RD,31.573329100000002,-84.0492239,11200.0,2.0,18.0
284,2208 PALMYRA RD,31.6081084,-84.17313359999999,11300.0,1.0,176.0
287,2170 GILLIONVILLE RD,31.5822137,-84.2027303,1000.0,2.0,3.0
289,1 GEORGIA RD,31.6091292,-84.210936,502.0,3.0,0.0
306,100 PARTRIDGE CIR,31.6739474,-84.2789438,20300.0,2.0,46.0
309,1290 US HIGHWAY 19 S,31.6503122,-84.1745228,20402.0,2.0,2.0
314,1104 JAMES CROSS,31.498054999999997,-84.162237,10602.0,1.0,9.0
326,2512 FOXRIDGE,31.606494,-84.268952,10401.0,2.0,14.0
338,508 LIBERTY EXPRESS SE WAY,31.5547495,-84.1082935,10700.0,1.0,1.0
355,1525 MOULTRIE RD,31.5397115,-84.104564,11600.0,1.0,15.0
356,14 EASY DR,31.490549600000005,-84.12007740000001,11000.0,1.0,8.0
357,15 MARK DR,31.4904109,-84.1193078,11000.0,1.0,8.0
358,16 MARK DR,31.4904282,-84.1193061,11000.0,1.0,8.0
364,125 PRIMROSE DR,31.6676244,-84.2649235,20300.0,2.0,53.0
387,109 PARTRIDGE CIR,31.6729853,-84.2792728,20300.0,2.0,46.0
389,2502 N SLAPPEY BLVD,31.611940399999998,-84.17545759999999,11300.0,1.0,95.0
399,195 N SLAPPEY BLVD,31.5791355,-84.1762152,11400.0,2.0,62.0
402,2652 ERICA CT,31.5695135,-84.2208652,1000.0,2.0,10.0
411,3100 LEARY RD,31.5041212,-84.2419695,10500.0,2.0,17.0
418,105 EDGEFIELD,31.666173399999998,-84.266488,20300.0,2.0,53.0
420,118 PARTRIDGE CIR,31.6737538,-84.28007480000001,20300.0,2.0,46.0
424,13 EASY DR,31.490260100000004,-84.11961579999999,11000.0,1.0,9.0
427,4917 OLD DAWSON,31.610941399999998,-84.2797458,10401.0,1.0,43.0
431,2201 KIRKWOOD,31.5443635,-84.1974713,10500.0,1.0,32.0
432,309 S SLAPPEY BLVD,31.572730199999995,-84.17657690000001,1100.0,1.0,15.0
434,809 21ST AVE,31.617762899999995,-84.1761714,11300.0,1.0,55.0
436,817 HOLLY,31.5317401,-84.1088554,11600.0,1.0,19.0
437,150 POINTER,31.667809899999998,-84.2792111,20300.0,2.0,56.0
440,2655 CODY CT,31.570460200000003,-84.08114990000001,100.0,5.0,12.0
441,2643 CODY CT,31.5704608,-84.08156579999999,100.0,5.0,12.0
442,2649 CODY CT,31.570460200000003,-84.0813571,100.0,5.0,12.0
443,2661 CODY CT,31.5704577,-84.08094109999999,100.0,5.0,12.0
444,2637 CODY CT,31.570461100000003,-84.0817745,100.0,5.0,12.0
446,300 OAKLAND PKWY,31.642221600000003,-84.24312059999998,20403.0,2.0,4.0
455,117 PRIMROSE DR,31.6676244,-84.2649235,20300.0,2.0,53.0
461,2714 SYLVESTER RD,31.572496,-84.080114,100.0,5.0,8.0
462,145 CHICORY CT,31.6439416,-84.23970870000001,20403.0,2.0,0.0
463,124 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
464,125 BELMONT DR,31.6408695,-84.2372129,20403.0,2.0,0.0
467,3102 WALTERBORO LN,31.5436204,-84.2230734,10500.0,1.0,7.0
470,2549 LAFAYATTE PLAZA DR,31.613036100000002,-84.222075,502.0,3.0,1.0
472,132 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
480,1241 PAUL LN,31.4960387,-84.11990300000001,11000.0,1.0,10.0
484,129 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
488,1539 US 19S,31.6329182,-84.1750383,20402.0,1.0,33.0
490,3503 SYLVESTER RD,31.573366999999998,-84.0447853,11200.0,2.0,18.0
491,1212 PAUL LN,31.4971593,-84.1220001,11000.0,1.0,11.0
492,1703 DOUG LN,31.497850699999997,-84.1217683,11000.0,1.0,11.0
493,32 LUKE DR,31.4899667,-84.118196,11000.0,1.0,8.0
494,40 LUKE DR,31.4907994,-84.11822719999999,11000.0,1.0,8.0
496,2819 ROSEBRIER AVE,31.5722517,-84.0767567,100.0,5.0,8.0
501,148 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
502,141 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
504,1222 WILLIAMSBURG RD,31.4982821,-84.1210854,10900.0,2.0,16.0
505,1233 PAUL LN,31.496214000000002,-84.1196116,11000.0,1.0,10.0
506,7 MARK DR,31.4898387,-84.1195062,11000.0,1.0,9.0
507,30 LUKE DR,31.489757899999997,-84.11818259999998,11000.0,1.0,8.0
508,49 LUKE DR,31.491681,-84.11860759999999,11000.0,1.0,8.0
509,3124 RALEIGH DR,31.5433939,-84.2229358,10500.0,1.0,13.0
510,609 CHERRY AVE,31.565620399999997,-84.1625446,1500.0,2.0,1.0
519,1224 PAUL LN,31.496802799999998,-84.11990159999999,11000.0,1.0,8.0
520,5 EASY DR,31.489313800000005,-84.1200752,11000.0,1.0,9.0
521,104 PINE AVE,31.5781964,-84.14949109999999,11400.0,2.0,3.0
525,510 S VALENICA ST,31.5804853,-84.1964845,1000.0,1.0,7.0
526,29 LUKE DR,31.4898761,-84.11854050000001,11000.0,1.0,8.0
527,44 LUKE DR,31.491215399999998,-84.1182401,11000.0,1.0,8.0
528,39 LUKE DR,31.4908006,-84.1185771,11000.0,1.0,8.0
530,1407 N JACKSON ST,31.596241499999998,-84.15404529999999,11300.0,1.0,107.0
531,102 PINE AVE,31.578321799999998,-84.1493902,11400.0,2.0,3.0
533,112 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
535,133 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
537,2601 CODY CT,31.5704659,-84.08302590000001,100.0,5.0,12.0
539,2619 CODY CT,31.570462100000004,-84.0824007,100.0,5.0,12.0
540,2613 CODY CT,31.570463099999998,-84.0826095,100.0,5.0,12.0
546,100 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
548,2001 1/2 DAWSON RD,31.620140000000003,-84.2218123,400.0,3.0,10.0
549,1372 US 19S,31.578507399999996,-84.155741,11400.0,2.0,12.0
555,123 N FRONT ST,31.578004800000002,-84.1493993,11400.0,2.0,3.0
564,136 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
565,1725 DAWSON RD,31.5937445,-84.19311259999999,600.0,1.0,41.0
566,127 N FRONT ST,31.5780816,-84.1492187,11400.0,2.0,3.0
569,121 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
572,501 MOULTRIE RD,31.557339000000002,-84.134197,10700.0,3.0,47.0
574,2 WAYNE WAY,31.5502288,-84.11875520000001,10700.0,1.0,36.0
575,115 W BROAD AVE,31.5771951,-84.14988520000001,11400.0,2.0,3.0
576,814 RADFORD BLVD,31.550765000000002,-84.063847,11600.0,2.0,76.0
581,144 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
583,137 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
584,323 HONEYSUCKLE DR,31.5176875,-84.11719980000001,10900.0,3.0,3.0
587,2435 SYLVESTER RD,31.574809499999997,-84.09272059999999,100.0,4.0,0.0
588,3201 GILLIONVILLE RD,31.586807300000004,-84.2330633,501.0,1.0,24.0
594,10 MARK DR,31.490191600000003,-84.1191282,11000.0,1.0,8.0
595,2224 PALMYRA RD,31.6084717,-84.17342049999999,11300.0,1.0,176.0
596,454 HICKORY LN,31.550663500000002,-84.15798050000001,10601.0,2.0,3.0
598,150 CHICORY CT,31.6438086,-84.2395907,20403.0,2.0,0.0
600,1227 PAUL LN,31.497384999999998,-84.12023,11000.0,1.0,8.0
601,22 MARK DR,31.4904838,-84.1191061,11000.0,1.0,8.0
603,43 LUKE DR,31.491177899999997,-84.1185888,11000.0,1.0,8.0
605,1509 3RD AVE,31.5912375,-84.1860822,600.0,2.0,67.0
606,1075 EVELYN AVE,31.5956828,-84.1302231,10302.0,3.0,0.0
611,919 US HIGHWAY 19S,31.578507399999996,-84.155741,11400.0,2.0,12.0
619,235 ROOSEVELT AVENUE ALY,31.5820015,-84.1530355,11400.0,2.0,7.0
620,2609 DAWSON RD,31.6149118,-84.2171634,400.0,3.0,30.0
625,3602 BROOKHOLLOW PKWY,31.561124300000003,-84.26231,10402.0,1.0,8.0
626,1501 US HIGHWAY 19S,31.578507399999996,-84.155741,11400.0,2.0,12.0
627,2911 SYLVESTER RD,31.5742561,-84.0763057,100.0,1.0,46.0
628,1224 WILLIAMSBURG RD,31.4982822,-84.1210706,10900.0,2.0,16.0
632,1420 US 19 S,31.509343400000002,-84.1143736,11000.0,1.0,2.0
634,112 PINE AVE,31.578129600000004,-84.1498388,11400.0,2.0,3.0
635,126 LOVERS LN,31.6163113,-84.1555805,11300.0,1.0,26.0
637,3112 WAR EAGLE AVE,31.5765311,-84.0660048,11200.0,2.0,13.0
638,3007 N SLAPPEY BLVD,31.6239964,-84.17741109999999,20402.0,2.0,23.0
650,109 EAST RD,31.576345899999996,-84.106701,100.0,3.0,15.0
653,1209 PAUL LN,31.4972971,-84.12168790000001,11000.0,1.0,8.0
658,233 E BROAD AVE,31.577139000000003,-84.1434699,200.0,3.0,6.0
660,3200 SYLVESTER HWY,31.571537100000004,-84.06420959999998,11200.0,3.0,4.0
661,1614 E OGLETHORPE BLVD,31.572387899999995,-84.1160514,200.0,2.0,27.0
662,219 FRANKLIN AVE,31.571969300000003,-84.10294329999999,100.0,3.0,20.0
664,832 FLINT AVE,31.579649600000003,-84.1697529,11400.0,2.0,50.0
667,130 TOWER PLACE LN,31.539312300000002,-84.1946786,10500.0,1.0,18.0
670,1310 E HIGHLAND AVE,31.573638399999997,-84.12032099999999,200.0,2.0,9.0
695,1402 E MERCER AVE,31.570879499999997,-84.1191621,200.0,2.0,26.0
699,1413 E LINCOLN AVE,31.5705344,-84.118175,200.0,2.0,26.0
748,1505 E OGLETHORPE BLVD,31.573043199999997,-84.1170357,200.0,2.0,18.0
761,108 CASON ST,31.5754732,-84.1173275,200.0,2.0,3.0
770,E OGLETHORPE BLVD,31.572391999999997,-84.12216140000001,10700.0,1.0,17.0
771,408 E OGLETHORPE BLVD,31.574207799999996,-84.1399153,10700.0,3.0,19.0
776,901 E OGLETHORPE BLVD,31.5739124,-84.13040749999999,200.0,2.0,13.0
778,711 E OGLETHORPE BLVD,31.574244399999994,-84.13300040000001,200.0,2.0,13.0
779,1020 COASTLINE DR,31.574984000000004,-84.1335849,200.0,2.0,13.0
803,E WADDELL AVE,31.568249100000003,-84.1176642,200.0,2.0,29.0
818,403 NONA DR,31.5718589,-84.1152857,200.0,2.0,27.0
831,1533 E CAMPBELL ST,31.575124600000006,-84.1160938,200.0,2.0,18.0
832,1535 E CAMPBELL ST,31.575122999999998,-84.1160239,200.0,2.0,18.0
833,103 NONA DR,31.5755321,-84.11461659999999,200.0,2.0,3.0
838,1421 E BROAD AVE,31.576649300000003,-84.1178184,200.0,1.0,10.0
847,101 BRIDGES LN,31.5765067,-84.1146304,200.0,1.0,16.0
848,103 BRIDGES LN,31.5766505,-84.1146225,200.0,1.0,16.0
849,105 BRIDGES LN,31.5767942,-84.1146147,200.0,1.0,16.0
850,107 BRIDGES LN,31.576938000000002,-84.11460679999999,200.0,1.0,16.0
851,109 BRIDGES LN,31.5770428,-84.1146033,200.0,1.0,16.0
852,111 BRIDGES LN,31.5771087,-84.114604,200.0,1.0,16.0
853,113 BRIDGES LN,31.5771722,-84.1148872,200.0,1.0,16.0
854,115 BRIDGES LN,31.577238,-84.11488790000001,200.0,1.0,16.0
855,117 BRIDGES LN,31.5773039,-84.1148887,200.0,1.0,16.0
856,119 BRIDGES LN,31.5773697,-84.1148895,200.0,1.0,16.0
857,121 BRIDGES LN,31.577438,-84.1148896,200.0,1.0,16.0
858,123 BRIDGES LN,31.5775038,-84.1148896,200.0,1.0,16.0
859,125 BRIDGES LN,31.577569699999998,-84.1148896,200.0,1.0,16.0
860,127 BRIDGES LN,31.5776355,-84.1148896,200.0,1.0,16.0
861,129 BRIDGES LN,31.577701399999995,-84.1148896,200.0,1.0,16.0
862,131 BRIDGES LN,31.577767200000004,-84.1148896,200.0,1.0,16.0
863,124 BRIDGES LN,31.577569699999998,-84.11433670000001,200.0,1.0,16.0
864,126 BRIDGES LN,31.5776355,-84.11433670000001,200.0,1.0,16.0
865,128 BRIDGES LN,31.577701399999995,-84.11433670000001,200.0,1.0,16.0
866,130 BRIDGES LN,31.577767200000004,-84.11433670000001,200.0,1.0,16.0
867,133 BRIDGES LN,31.5779347,-84.11483340000001,200.0,1.0,16.0
868,135 BRIDGES LN,31.577993699999997,-84.114799,200.0,1.0,16.0
869,137 BRIDGES LN,31.5780527,-84.1147647,200.0,1.0,16.0
870,139 BRIDGES LN,31.578193100000004,-84.114613,200.0,1.0,16.0
871,147 BRIDGES LN,31.5783337,-84.11423990000002,200.0,1.0,16.0
872,149 BRIDGES LN,31.5783294,-84.1140025,200.0,1.0,16.0
873,151 BRIDGES LN,31.578305,-84.1139307,200.0,1.0,16.0
874,153 BRIDGES LN,31.578280499999998,-84.1138589,200.0,1.0,16.0
896,1604 E BROAD AVE,31.575950899999995,-84.10964849999999,100.0,3.0,14.0
903,105 MARIE RD,31.576684600000004,-84.107925,100.0,3.0,12.0
904,106 MARIE RD,31.576631300000003,-84.10772270000001,100.0,3.0,15.0
905,110 MARIE RD,31.5768587,-84.10756529999999,100.0,3.0,15.0
906,109 MARIE RD,31.576936,-84.1079451,100.0,3.0,12.0
907,116 MARIE RD,31.5772039,-84.10770959999999,100.0,3.0,15.0
908,113 MARIE RD,31.5771855,-84.1077973,100.0,3.0,12.0
909,117 MARIE RD,31.577223699999998,-84.1079407,100.0,3.0,12.0
910,118 MARIE RD,31.5775967,-84.1076071,100.0,3.0,15.0
911,1624 PINEVIEW AVE,31.5779907,-84.10772259999999,100.0,3.0,15.0
912,1618 PINEVIEW AVE,31.5781882,-84.1081542,100.0,3.0,8.0
913,1619 PINEVIEW AVE,31.5781805,-84.1080798,100.0,3.0,8.0
914,1634 PINEVIEW AVE,31.5778053,-84.10755809999999,100.0,3.0,15.0
915,1633 PINEVIEW AVE,31.5781757,-84.10758790000001,100.0,3.0,7.0
916,1625 PINEVIEW AVE,31.5779907,-84.10772259999999,100.0,3.0,15.0
917,204 MARIE RD,31.578429999999997,-84.10760379999999,100.0,3.0,7.0
918,203 MARIE RD,31.5784732,-84.1078992,100.0,3.0,8.0
919,207 MARIE RD,31.578751699999998,-84.107933,100.0,3.0,8.0
920,208 MARIE RD,31.578488399999998,-84.10754190000002,100.0,3.0,7.0
921,212 MARIE RD,31.5785477,-84.1075407,100.0,3.0,7.0
922,211 MARIE RD,31.5790279,-84.1078096,100.0,3.0,8.0
923,215 MARIE RD,31.5790659,-84.1079266,100.0,3.0,8.0
924,216 MARIE RD,31.578607,-84.1075395,100.0,3.0,7.0
925,1718 CLARK AVE,31.5797012,-84.1084196,100.0,3.0,8.0
926,1724 CLARK AVE,31.5796751,-84.1083387,100.0,3.0,8.0
927,1730 CLARK AVE,31.579675599999998,-84.1081883,100.0,3.0,8.0
928,215 EAST RD,31.5782642,-84.10673809999999,100.0,3.0,7.0
929,211 EAST RD,31.5781887,-84.1067377,100.0,3.0,7.0
936,203 ADELYN RD,31.578301300000003,-84.10916479999999,100.0,3.0,9.0
937,207 ADELYN RD,31.5783627,-84.1091832,100.0,3.0,9.0
938,211 ADELYN RD,31.5784239,-84.10918240000001,100.0,3.0,9.0
939,215 ADELYN RD,31.578485200000003,-84.10918170000001,100.0,3.0,9.0
952,1613 E BROAD AVE,31.5761196,-84.1085658,100.0,3.0,12.0
954,1621 E BROAD AVE,31.575936300000002,-84.1079833,100.0,3.0,12.0
955,214 EAST RD,31.578858500000003,-84.1064615,100.0,3.0,5.0
958,207 EAST RD,31.578113199999997,-84.1067374,100.0,3.0,7.0
959,203 EAST RD,31.5780386,-84.1064764,100.0,3.0,5.0
960,117 EAST RD,31.5764895,-84.10670290000002,100.0,3.0,15.0
967,113 EAST RD,31.576417699999997,-84.106702,100.0,3.0,15.0
968,105 EAST RD,31.576276300000004,-84.1064717,100.0,3.0,6.0
977,102 HUNTER AVE,31.5744099,-84.108113,100.0,3.0,30.0
978,104 HUNTER AVE,31.574189699999998,-84.1081542,100.0,3.0,30.0
979,106 HUNTER AVE,31.5739675,-84.1081542,100.0,3.0,30.0
980,108 HUNTER AVE,31.573745399999996,-84.1081542,100.0,3.0,30.0
981,110 HUNTER AVE,31.573546399999998,-84.10817490000001,100.0,3.0,30.0
982,112 HUNTER AVE,31.5733493,-84.1082367,100.0,3.0,30.0
983,114 HUNTER AVE,31.573194800000003,-84.10825729999999,100.0,3.0,30.0
984,116 HUNTER AVE,31.572951300000003,-84.108278,100.0,3.0,30.0
985,120 HUNTER AVE,31.572561699999998,-84.1083203,100.0,3.0,30.0
991,103 HUNTER AVE,31.574347600000003,-84.10869040000001,100.0,3.0,24.0
992,1509 MOULTRIE RD,31.539749199999996,-84.1046247,11600.0,1.0,15.0
993,1535 MOULTRIE RD,31.539500300000004,-84.10432159999999,11600.0,1.0,15.0
994,1523 MOULTRIE RD,31.5397162,-84.10457159999999,11600.0,1.0,15.0
996,1405 SILICA DR,31.5684434,-84.126511,10700.0,1.0,19.0
997,CASON ST,31.5703082,-84.117683,200.0,2.0,25.0
1004,1015 WORTH ST,31.5604672,-84.114871,10700.0,1.0,38.0
1009,WARE ST,31.558694399999997,-84.11837220000001,10700.0,1.0,38.0
1010,1020 WARE ST,31.561350399999995,-84.11663109999999,10700.0,1.0,38.0
1118,105 SUNBEAM LN,31.574979700000004,-84.1060892,100.0,3.0,16.0
1119,123 SUNBEAM LN,31.574706699999997,-84.10611490000001,100.0,3.0,16.0
1120,106 SUNBEAM LN,31.5755033,-84.1058608,100.0,3.0,17.0
1121,103 SUNBEAM LN,31.575307300000002,-84.1061017,100.0,3.0,16.0
1127,1720 E BROAD AVE,31.57511,-84.104552,100.0,3.0,18.0
1129,1810 E BROAD AVE,31.574994,-84.102906,100.0,3.0,10.0
1130,1814 E BROAD AVE,31.575053499999996,-84.1028915,100.0,3.0,10.0
1155,1633 SERTOMA DR,31.571995,-84.106223,100.0,3.0,17.0
1163,THORNTON,31.570926500000002,-84.10768279999999,100.0,4.0,12.0
1168,1721 E OGLETHORPE BLVD,31.571188199999998,-84.105205,100.0,3.0,17.0
1169,1707 E OGLETHORPE BLVD,31.571021299999998,-84.10625870000001,100.0,3.0,17.0
1170,1705 E OGLETHORPE BLVD,31.5708979,-84.1067186,100.0,4.0,12.0
1171,1715 E OGLETHORPE BLVD,31.5710103,-84.1062488,100.0,3.0,17.0
1191,101 MONARCH DR,31.574769800000002,-84.1012632,100.0,3.0,11.0
1237,1805 E OGLETHORPE BLVD,31.5712732,-84.103607,100.0,3.0,22.0
1248,1810 1/2 KEYSTONE AVE,31.573593,-84.1029156,100.0,3.0,20.0
1272,207 LOFTUS DR,31.5732936,-84.1002754,100.0,2.0,25.0
1278,2002 E BROAD AVE,31.5748833,-84.1005628,100.0,2.0,24.0
1281,2205 E OGLETHORPE BLVD,31.574155800000003,-84.0984455,100.0,2.0,22.0
1288,2000 E OGLETHORPE BLVD,31.5711952,-84.10101800000001,100.0,4.0,13.0
1324,103 S MOCK RD,31.5744561,-84.0947103,100.0,4.0,6.0
1328,SUNDALE,31.572418699999997,-84.09582859999999,100.0,4.0,7.0
1333,2101 ROSEBRIER AVE,31.5713169,-84.0983571,100.0,4.0,9.0
1334,2004 STRATFORD DR,31.570638899999995,-84.1000826,100.0,4.0,21.0
1338,2000 MASSEY DR,31.5692973,-84.0997292,100.0,4.0,19.0
1348,1622 E OGLETHORPE BLVD,31.5694816,-84.1086698,100.0,4.0,16.0
1351,1618 E OGLETHORPE BLVD,31.571145899999998,-84.1095148,100.0,4.0,14.0
1352,1620 E OGLETHORPE BLVD,31.569376799999997,-84.1092885,100.0,4.0,16.0
1353,1626 E OGLETHORPE BLVD,31.571145899999998,-84.1095148,100.0,4.0,14.0
1354,1628 E OGLETHORPE BLVD,31.571145899999998,-84.1095148,100.0,4.0,14.0
1355,1630 E OGLETHORPE BLVD,31.571130600000004,-84.10951899999999,100.0,4.0,16.0
1357,2315 E BROAD AVE,31.574657399999996,-84.0951665,100.0,2.0,21.0
1361,2221 E BROAD AVE,31.5749515,-84.0967276,100.0,2.0,16.0
1363,2211 E BROAD AVE,31.574955600000003,-84.0971009,100.0,2.0,16.0
1364,2209 E BROAD AVE,31.5748724,-84.097186,100.0,2.0,16.0
1365,2207 E BROAD AVE,31.574949,-84.097228,100.0,2.0,16.0
1366,2203 E BROAD AVE,31.5749695,-84.0974593,100.0,2.0,16.0
1367,2113 E BROAD AVE,31.5751983,-84.09815649999999,100.0,2.0,15.0
1374,102 SCHOOL ST,31.575621,-84.10064670000001,100.0,2.0,15.0
1376,106 SCHOOL ST,31.576287400000002,-84.10064670000001,100.0,2.0,15.0
1382,2017 LEONARD AVE,31.576702,-84.098686,100.0,2.0,14.0
1391,2007 HUBERT AVE,31.577673699999995,-84.09853009999999,100.0,2.0,14.0
1398,2215 HUBERT AVE,31.577734200000002,-84.0975119,100.0,2.0,11.0
